Query Execution Results


Results for salaries_1MB.db:

Query 1:
                   Gilbert Collins         University of Texas
                   Evan Harrington    University of California
                      Diana Butler         University of Texas
                    Elizabeth Diaz         University of Texas
                    James Davidson         University of Texas
                     William Brown      University of Illinois
                       Aaron Boyer       University of Florida
                         John Reed University of Massachusetts
                   Sherry Stephens    University of California
                   Cynthia Sanders      University of Illinois
                       Luis Farley    University of California
                    Joshua Higgins University of Massachusetts
                   Teresa Gonzales    University of California
                     Austin Lawson      University of Illinois
                     Tony Shepherd      University of Illinois
                      Chris Harper       University of Florida
                 Justin Williamson    University of California
                       James Allen    University of California
                       Frank Ayers    University of California
                        Jeff Frost    University of California
                     Sandra Wilson         University of Texas
                   Lauren Saunders       University of Florida
                 Victoria Anderson         University of Texas
                        Kendra Ray University of Massachusetts
                  Michelle Collins       University of Florida
                     Lucas Benitez    University of California
                   Priscilla Lopez         University of Texas
                   Elizabeth Ramos University of Massachusetts
                       David Ellis      University of Illinois
                   Dustin Williams    University of California
                      Rhonda Walsh         University of Texas
                       Jenna Perry      University of Illinois
                 Karen Barrett PhD         University of Texas
                     Veronica Rice         University of Texas
                     Robert Crosby       University of Florida
                  Alyssa Hernandez    University of California
                   Brandon Mercado      University of Illinois
                     Thomas Duarte      University of Illinois
                   Elizabeth Riley       University of Florida
                Margaret Zimmerman       University of Florida
                         Jesse Lee    University of California
                    Alexander Ward    University of California
                    Chase Anderson University of Massachusetts
                 Joshua Chavez Jr.       University of Florida
                       Rebecca Lee      University of Illinois
                    Angela Stewart      University of Illinois
                Vanessa Villanueva      University of Illinois
                         John Wang University of Massachusetts
                   Nathaniel Lyons         University of Texas
                    Melissa Archer         University of Texas
                     Julia Pearson         University of Texas
                  Rachael Mitchell      University of Illinois
                        Logan Yang      University of Illinois
                 Matthew Mcconnell    University of California
                     Angela Walker       University of Florida
                  Gregory Anderson       University of Florida
                        Tracy Bush University of Massachusetts
                         Kim Smith University of Massachusetts
                     Edward Barnes       University of Florida
                       Colton Carr      University of Illinois
                      Andres Clark       University of Florida
                       Manuel King University of Massachusetts
                     Zachary Roach      University of Illinois
                      Cindy Wright       University of Florida
                   Robert Johnston University of Massachusetts
                   Richard Webster      University of Illinois
                   Raymond Johnson         University of Texas
                      Allen Wilson       University of Florida
                Gregory Sutton Jr.    University of California
                      Rebecca Shah University of Massachusetts
                  Richard Mcintyre       University of Florida
                       Andrew Cook       University of Florida
       Mrs. Stephanie Williams DDS    University of California
                     Denise Morris         University of Texas
                      Troy Ramirez         University of Texas
                       George Kidd University of Massachusetts
                 Christopher Casey    University of California
                      Christy West         University of Texas
                   Shawn Rodriguez         University of Texas
                 Christopher Knapp       University of Florida
                       Diane Dixon         University of Texas
                     Joan Trujillo    University of California
                       John Arnold    University of California
                     Nicholas Dean       University of Florida
                         Megan Lee    University of California
                      Sarah Wright         University of Texas
                      Edward Chung    University of California
                       Robert Hall    University of California
                       Jose Romero    University of California
                     Michael Lopez         University of Texas
                      Andre Chavez      University of Illinois
                   Jonathan Fuller         University of Texas
                     Timothy Patel University of Massachusetts
                     Ashley Obrien         University of Texas
                    Debra Stephens    University of California
                       Dylan Allen    University of California
                     Sherry Flores University of Massachusetts
                  Christina Cortez       University of Florida
                  Michelle Roberts University of Massachusetts
                  Ronald Dickerson      University of Illinois
                   Jonathan Wu DDS      University of Illinois
                       Roger Scott       University of Florida
                    Katherine Ford       University of Florida
                      Daniel Jones      University of Illinois
                     Billy Perkins         University of Texas
                     Brian Bradley         University of Texas
                       Stacey Ford       University of Florida
                     Ronald Snyder University of Massachusetts
                      David Mercer      University of Illinois
                      Cynthia Lamb      University of Illinois
                       Diana Russo      University of Illinois
                    Richard Garner         University of Texas
                        Tracy Horn       University of Florida
                    Dustin Hickman University of Massachusetts
                       Emily White       University of Florida
                       Casey Lopez      University of Illinois
                        Nancy Webb University of Massachusetts
                      Mark Michael University of Massachusetts
                   Jermaine Cherry University of Massachusetts
                      Sherri Young University of Massachusetts
                 Robert Strickland University of Massachusetts
                     Shelley Lyons       University of Florida
                    Katelyn Foster    University of California
                    Donald Robbins University of Massachusetts
                     Chad Mcdonald       University of Florida
                    Matthew Huerta         University of Texas
                        Dean Smith University of Massachusetts
                        Philip Lee         University of Texas
                       Ricky Reese    University of California
                       Gerald Hill University of Massachusetts
                Christopher Valdez      University of Illinois
                    Deborah Haynes    University of California
                    Marie Williams University of Massachusetts
                  Benjamin Douglas    University of California
                      David Porter       University of Florida
                   Veronica Garcia University of Massachusetts
                      Chad Gregory    University of California
                       Adam Farley    University of California
                     Scott Simpson      University of Illinois
                      Donald Scott University of Massachusetts
                       Laura Myers         University of Texas
                        Blake King      University of Illinois
                    Rebecca Wright    University of California
                       Robert Cruz       University of Florida
                     Cynthia Beard         University of Texas
                    Edward Sanchez      University of Illinois
                      Chad Johnson      University of Illinois
                     Steven Bishop University of Massachusetts
                     Robert Snyder         University of Texas
                     William Walsh University of Massachusetts
                         Chad Lutz    University of California
                   Kimberly Wright University of Massachusetts
                       Edgar Jones University of Massachusetts
                       Maria Clark    University of California
                         David Fry       University of Florida
                  Brandy Rodriguez University of Massachusetts
                    Brittany Lopez      University of Illinois
                    Patrick Wilson    University of California
                   Timothy Leonard    University of California
                    Joseph Freeman    University of California
                   Alexis Crawford      University of Illinois
                      Jason Parker         University of Texas
                   Jennifer Flores      University of Illinois
                     Grace Hickman      University of Illinois
                  Christine Hunter    University of California
                  Melissa Davidson         University of Texas
                       Robert Leon University of Massachusetts
                     Teresa Taylor       University of Florida
                    Barbara Taylor         University of Texas
                   Thomas Rose PhD       University of Florida
                      Larry Rivera         University of Texas
                      Jesse Dalton         University of Texas
                     Tamara Nguyen      University of Illinois
                     Dustin Bailey      University of Illinois
                       Monica Cook    University of California
                    Vanessa Krause       University of Florida
                      Wesley Villa       University of Florida
                      James Mathis       University of Florida
                   Tyler Hernandez University of Massachusetts
                     Tammy Parsons       University of Florida
                   Steven Reynolds       University of Florida
                    Glenda Jimenez         University of Texas
                    Jacob Thompson      University of Illinois
                    Richard Kelley       University of Florida
                    Melissa Murphy         University of Texas
                     Dennis Carter      University of Illinois
                      Emily Travis    University of California
                    Sabrina Nelson University of Massachusetts
                    Matthew Taylor       University of Florida
                        Adam Mcgee University of Massachusetts
                   Michael Padilla       University of Florida
                        Jeffrey Yu University of Massachusetts
                     Jordan Barron       University of Florida
                     David Bennett    University of California
                      Shawn Miller         University of Texas
                  Samantha Woodard University of Massachusetts
                    James Mccarthy       University of Florida
                   Brittany Miller University of Massachusetts
                       Donna Smith University of Massachusetts
                 Victoria Thompson University of Massachusetts
                       Casey Gomez      University of Illinois
                       Karen Small       University of Florida
                      Craig Nelson    University of California
                     Jackson Singh University of Massachusetts
                        Joy Little       University of Florida
                    Kimberly Price      University of Illinois
                    Tricia Bentley       University of Florida
                         Laura Cox    University of California
                  Kristine Ellison       University of Florida
                        Paul Payne      University of Illinois
                     Todd Davidson         University of Texas
                         Gina Todd         University of Texas
                        Nancy Webb    University of California
                 Vanessa Rodriguez University of Massachusetts
                      Pamela Cantu University of Massachusetts
                        Kevin Kerr       University of Florida
                      Chris Miller    University of California
                    Thomas Krueger University of Massachusetts
                       Haley Perez         University of Texas
                     Logan Mendoza    University of California
                     Bridget Clark University of Massachusetts
                   Tabitha Perkins    University of California
                     Amanda Franco         University of Texas
            Miss Michelle Campbell       University of Florida
                    Marie Williams         University of Texas
                  Geoffrey Jackson         University of Texas
                Kimberly Rodriguez University of Massachusetts
               Miss Angela Freeman University of Massachusetts
                  Danielle Bullock         University of Texas
                       Jill Miller    University of California
                    Courtney Bowen         University of Texas
                      Jamie Cuevas       University of Florida
                     Renee Vaughan    University of California
                     Rebecca Simon         University of Texas
                      Crystal Page         University of Texas
                    Michael Powell      University of Illinois
                      Denise Gross         University of Texas
                      Mary Frazier         University of Texas
                   Michael Stevens       University of Florida
                   Richard Bradley         University of Texas
                    Stephanie Mays         University of Texas
                       Riley Clark    University of California
                       Travis Rios    University of California
                 William Jones DDS    University of California
                      Curtis Smith      University of Illinois
                     Phillip Gomez    University of California
                  Joseph Hernandez         University of Texas
                      Lucas Fuller       University of Florida
               Christopher Johnson         University of Texas
                       Erika Jones       University of Florida
                      Thomas Perez         University of Texas
                      Peter Barton         University of Texas
                Colleen Montgomery    University of California
                  Dr. Michael Frye      University of Illinois
             Christopher Armstrong       University of Florida
                        Amy Tucker    University of California
                     Diane Johnson University of Massachusetts
                       Joseph Clay      University of Illinois
                    Richard Atkins      University of Illinois
                        David Ford    University of California
                   Stephen Jackson         University of Texas
                          Lisa Cox       University of Florida
                   Kathleen Parker    University of California
                     Susan Frazier      University of Illinois
                   Darren Jones MD       University of Florida
                     Chad Sullivan      University of Illinois
                    James Thompson         University of Texas
                        Carl Clark      University of Illinois
                   Kristina Steele University of Massachusetts
                   Arthur Wood Jr.    University of California
                       Hannah Wood       University of Florida
                      Patrick Cook         University of Texas
                     Rachel Thomas    University of California
                    Daniel Schmitt    University of California
                   Steven Reynolds    University of California
                    Breanna Jarvis       University of Florida
                     David Rodgers      University of Illinois
                      Kerry Walker    University of California
                       Jerome Bass       University of Florida
                     Alexis Montes      University of Illinois
                       Donna Black       University of Florida
                  Jessica Bradford University of Massachusetts
                         Jody Long         University of Texas
                   Amanda Gonzalez      University of Illinois
                        Lori Boyer University of Massachusetts
                      Donna Foster       University of Florida
                         Sarah Ray      University of Illinois
                      James Benson      University of Illinois
                     Brian Frazier      University of Illinois
                       Daniel West    University of California
                    Patricia Burns    University of California
                  Matthew Woodward         University of Texas
                       Robert Cruz University of Massachusetts
                   Brooke Erickson       University of Florida
                     Meghan Gordon    University of California
                       Corey Adams University of Massachusetts
                Christopher Daniel University of Massachusetts
                      Connor Lewis University of Massachusetts
                  Patricia Carlson         University of Texas
                        Lori Smith    University of California
                       Dillon Bell         University of Texas
                      Stuart House University of Massachusetts
                   Heather Randall    University of California
                      Todd Simmons    University of California
                    Teresa Burgess      University of Illinois
                       Mary Martin      University of Illinois
                   Shannon Jackson    University of California
                    Andrew Jackson       University of Florida
                        Todd Frank      University of Illinois
                     David Roberts    University of California
                      Alyssa Green      University of Illinois
                      April Martin       University of Florida
                  Stanley Anderson         University of Texas
                    Melanie Brooks         University of Texas
                      Larry Murray      University of Illinois
                 Steven Richardson      University of Illinois
                   Michelle Flores    University of California
                     Justin Bishop University of Massachusetts
                   George Crawford       University of Florida
                Victor Christensen    University of California
                    Brandon Wilson    University of California
                    Karen Arellano         University of Texas
                          John Lee University of Massachusetts
                     Debra Burgess      University of Illinois
                       Traci Jones       University of Florida
                 Stephanie Collins    University of California
                   Samantha Mullen    University of California
                       Cindy Smith    University of California
                       Ann Burgess         University of Texas
                      Betty Garcia      University of Illinois
                  Timothy Richmond    University of California
                   Robert Thompson       University of Florida
                     Travis Jordan         University of Texas
                        Lisa Wells    University of California
                     William Brown       University of Florida
                        Eric Wells    University of California
                     Samuel Bishop University of Massachusetts
                      Dawn Bradley    University of California
                     Karen Swanson         University of Texas
                    Kellie Bennett         University of Texas
                      Nathan White       University of Florida
                     Nichole Price    University of California
                    Robert Collier      University of Illinois
                      Daniel Lewis    University of California
                   Nicholas Lawson       University of Florida
                       Pam Bullock         University of Texas
                        Amy Norman         University of Texas
                        Lisa Bryan         University of Texas
                    Jennifer Smith University of Massachusetts
                    Curtis Pearson         University of Texas
                      Devon Knight      University of Illinois
                       Paige Giles      University of Illinois
                   Garrett Hawkins         University of Texas
                     Lisa Richmond University of Massachusetts
                      Mary Benitez University of Massachusetts
                  Margaret Brennan         University of Texas
                     Joshua Brooks      University of Illinois
                       Corey Adams    University of California
                   Richard Roberts University of Massachusetts
           Mrs. Suzanne Harris PhD      University of Illinois
                      Ashley Blair University of Massachusetts
                      Nicole Clark       University of Florida
                   Michelle Little      University of Illinois
                       Troy Taylor       University of Florida
                     Steven Patton         University of Texas
                     Kristin Jones University of Massachusetts
                       Angela Gray University of Massachusetts
                      Scott Wright       University of Florida
                 Courtney Anderson      University of Illinois
                    Thomas Cameron       University of Florida
                Mrs. Sherry Harris         University of Texas
                       Becky Davis       University of Florida
                     Natasha Hicks         University of Texas
                  Jasmine Hamilton    University of California
                        Linda Diaz University of Massachusetts
                       Rachel Hall University of Massachusetts
                     Laura Douglas      University of Illinois
                         Alan Wood    University of California
                       Albert Hill         University of Texas
                     Jeffrey Marks University of Massachusetts
                    Matthew French       University of Florida
                       Linda Johns University of Massachusetts
                        Tommy Nash University of Massachusetts
                     Charles Mcgee University of Massachusetts
                   Michael Collins University of Massachusetts
                       Eric Wright      University of Illinois
                       Leah Dawson University of Massachusetts
                     Jocelyn Kelly University of Massachusetts
                 Mr. Corey Coleman         University of Texas
                   Shannon Stewart       University of Florida
                   Michael Russell      University of Illinois
               Mrs. Kristi Vasquez         University of Texas
                    Vincent Jacobs         University of Texas
                    Jason Morrison University of Massachusetts
                    Dorothy Wright    University of California
                    Kristen Norris         University of Texas
                  Carrie Dominguez         University of Texas
                     Emily Raymond University of Massachusetts
                         Erin Holt    University of California
                   Natalie Aguilar       University of Florida
                     Darryl Lawson    University of California
                       Madison Kim      University of Illinois
                       Cindy Hobbs      University of Illinois
                     Kenneth Bruce         University of Texas
                      Kevin Rivera         University of Texas
                       Hannah Peck    University of California
                     Samuel Thomas    University of California
                     Shelley Baker    University of California
                         Erica Fox         University of Texas
                   Richard Escobar University of Massachusetts
                      Danny Becker         University of Texas
                      David Acosta       University of Florida
                      Jason Monroe University of Massachusetts
                     Jeremy Murphy    University of California
                  Brandon Peterson         University of Texas
                      Scott Barker         University of Texas
                      Hailey Lopez      University of Illinois
                   Victoria Arnold      University of Illinois
                     Alison Nguyen       University of Florida
                       Megan Craig University of Massachusetts
                      Andrew Clark         University of Texas
                      Eric Bradley       University of Florida
                       Hannah Best    University of California
                      Bridget Hall         University of Texas
                       Cindy Allen University of Massachusetts
                    Judith Burgess    University of California
                      Sean Leonard University of Massachusetts
                     Carrie Martin       University of Florida
                         Kyle Sims    University of California
                     Sara Thompson    University of California
                     Heather Myers         University of Texas
                    Stephanie Boyd         University of Texas
                      Hailey Jones University of Massachusetts
                      Cynthia Dunn      University of Illinois
                   Danny Lewis DVM      University of Illinois
                      Michael Shaw         University of Texas
                      James Suarez       University of Florida
                Madison Pennington         University of Texas
                        Angel Sims       University of Florida
                        Tina Haney         University of Texas
                        Scott Knox       University of Florida
                     Dawn Crawford       University of Florida
                    Michelle Adams       University of Florida
                     Robert Thomas    University of California
                   Monica Thompson    University of California
                      Jordan Green         University of Texas
                         Mary Bell University of Massachusetts
                       Emily Hayes         University of Texas
                      Harry Curtis       University of Florida
                     Vanessa Davis         University of Texas
                        Duane Sosa      University of Illinois
                      Tammy Spears      University of Illinois
                Antonio Washington    University of California
                     Andrea Cannon         University of Texas
                      Victor Kelly      University of Illinois
                     Craig Gardner University of Massachusetts
                      Jason Galvan       University of Florida
                   Michelle Parker         University of Texas
              Melissa Sandoval DDS    University of California
                   Stephanie Mills         University of Texas
                      Victor Kelly    University of California
                      Jared Glover         University of Texas
                  Alexis Maddox MD    University of California
                  Richard Erickson      University of Illinois
                       James Burch       University of Florida
                     Carrie Barker    University of California
                      David Medina    University of California
                       Erica Ramos      University of Illinois
              Christopher Phillips         University of Texas
                    Nicholas Jones         University of Texas
                       Sara Benson         University of Texas
                       Sergio Lutz University of Massachusetts
                      Ralph Warren University of Massachusetts
                   Oscar Hernandez         University of Texas
                       Corey Cross    University of California
                   Stephanie Clark      University of Illinois
                       Danny Jones      University of Illinois
                    James Williams      University of Illinois
                      Dylan Knight    University of California
                       Jose Miller       University of Florida
                      Sharon Gross      University of Illinois
                        Jill Brown         University of Texas
                     Tony Peterson University of Massachusetts
                     Gavin Jackson         University of Texas
                       Jason Weber      University of Illinois
                     Patrick Lewis         University of Texas
                     Brian Bradley      University of Illinois
                      Kelly Newman      University of Illinois
                  Stephanie Turner      University of Illinois
                     Peter Rodgers University of Massachusetts
                    Sean Robertson University of Massachusetts
                       Sharon Nash      University of Illinois
                      Scott Harris    University of California
                      Gary Woodard University of Massachusetts
                     Natasha Hicks University of Massachusetts
                Jessica Wilson DDS      University of Illinois
                   Stacy Frederick       University of Florida
                      Susan Holmes University of Massachusetts
                        Kevin Hunt         University of Texas
                      Henry Taylor         University of Texas
                    Angela Higgins    University of California
                     Cesar Calhoun         University of Texas
                   Melissa Barrett    University of California
                  Jenny Strickland      University of Illinois
                  William Mitchell         University of Texas
                      Andrea Walsh         University of Texas
                       Brian Berry         University of Texas
                     Patricia Lowe University of Massachusetts
                     David Gregory         University of Texas
                      Angela Potts University of Massachusetts
                        Tina Perez       University of Florida
                     Chad Sullivan         University of Texas
                   Suzanne Summers         University of Texas
                       Amanda Webb University of Massachusetts
                  Christopher Ryan      University of Illinois
                         Eric Wang         University of Texas
                     Maria Spencer       University of Florida
                       Mark Suarez      University of Illinois
                     Natasha Hicks       University of Florida
                      Deanna Gibbs    University of California
                         Juan Reed      University of Illinois
                     Patricia Lowe         University of Texas
                 Mr. Gary Gonzalez      University of Illinois
                     Alisha Chavez       University of Florida
                      Steven Jones University of Massachusetts
                 Cassandra Fischer    University of California
                    Charles Barker      University of Illinois
                         Ashley Yu       University of Florida
                     Deborah Ortiz University of Massachusetts
                      Daniel Braun      University of Illinois
                       Vicki Davis       University of Florida
                       Jamie Potts University of Massachusetts
                       Joseph Diaz       University of Florida
                   Johnny Martinez         University of Texas
                   Dr. Kevin Mason       University of Florida
                     Jamie Wallace    University of California
                Mrs. Sherry Harris University of Massachusetts
                   Michelle Hansen    University of California
                       David Patel      University of Illinois
                         Gina Hahn    University of California
                     William Eaton University of Massachusetts
                      Joshua Ellis       University of Florida
                       Frank Myers      University of Illinois
                      Sara Jackson         University of Texas
                      Kevin Joseph University of Massachusetts
                      Jessica Pace University of Massachusetts
                    Dr. Ricky Choi    University of California
                        Tracy Wood University of Massachusetts
                    Rebecca Campos    University of California
                  Natalie Gonzales         University of Texas
                     Patrick Allen       University of Florida
                       Harry Wells         University of Texas
                        Paul Chase University of Massachusetts
                    Jennifer Wolfe    University of California
                     Ronald Miller       University of Florida
                    Matthew Rhodes    University of California
                    Brett Chambers      University of Illinois
                         Eric Paul      University of Illinois
                      Rebecca Wolf         University of Texas
                      Michael Hall         University of Texas
                Gabrielle Humphrey    University of California
                    Whitney Wilson University of Massachusetts
                  Stephanie Guzman      University of Illinois
                    Donald Marquez      University of Illinois
                      Sonya Sutton University of Massachusetts
                           Jay Ray         University of Texas
                       Sandra Ward    University of California
                       Tracy Smith      University of Illinois
                      Raymond Pope       University of Florida
                    Alison Beasley      University of Illinois
                  Stephanie Burton         University of Texas
                    Tony Newton MD         University of Texas
                   Kevin Middleton         University of Texas
                  Mallory Erickson      University of Illinois
                     Michelle Lamb University of Massachusetts
                         Kyle Ward University of Massachusetts
                    Marcus Gilbert      University of Illinois
                   Raymond Johnson University of Massachusetts
                    Jeffery Parker    University of California
                       Toni Garcia       University of Florida
                 Stephanie Schultz    University of California
                    Richard Barker    University of California
                      Carmen Meyer    University of California
                    Barbara Wilcox         University of Texas
                    Mallory Herman         University of Texas
                    Valerie Dodson    University of California
                     Billy Johnson       University of Florida
                  Benjamin Bernard University of Massachusetts
                    David Phillips         University of Texas
                       Emily Lewis    University of California
                      Alan Ramirez         University of Texas
                       Ronald Bell      University of Illinois
                    Cindy Mckinney         University of Texas
                      Peter Taylor University of Massachusetts
                   Manuel Anderson University of Massachusetts
                  Jonathan Nichols         University of Texas
                     Robert Rogers    University of California
                       Daniel Ford       University of Florida
                        Mandy Bell      University of Illinois
                     Travis Phelps University of Massachusetts
                    Joshua Wallace      University of Illinois
                    Laura Martinez University of Massachusetts
                        Lynn Davis         University of Texas
                        Ian Warren      University of Illinois
                     Paige Hoffman    University of California
                   Benjamin Crosby University of Massachusetts
                Brianna Villarreal    University of California
                      Amy Williams         University of Texas
                        Cory Smith      University of Illinois
                        Robin Hill         University of Texas
                   Brittany Garcia University of Massachusetts
                      Alexis Ramos         University of Texas
                         Joel Clay    University of California
                      John Buckley         University of Texas
                      Briana Riley University of Massachusetts
                        Lynn Davis    University of California
                      Morgan Nunez         University of Texas
                 Clayton Dominguez      University of Illinois
                    Adrienne Jones      University of Illinois
                     Joseph Wilson       University of Florida
                     Jenna Hammond    University of California
                  Richard Robinson      University of Illinois
              Christopher Campbell      University of Illinois
                   Tiffany Mcguire       University of Florida
                       Eric Bolton       University of Florida
                  Danielle Hopkins    University of California
                      Joshua Allen University of Massachusetts
                   Brenda Cole DDS         University of Texas
                     Monique Lyons    University of California
                     Eric Hamilton       University of Florida
                     Ashley Hodges       University of Florida
           Mrs. Rebekah Washington         University of Texas
                    Kathryn Fowler    University of California
                        John Rubio    University of California
                      James Becker         University of Texas
                 Nathaniel Jimenez University of Massachusetts
                      Andrew Young    University of California
                    Jeffrey Jordan       University of Florida
                     Daniel Sparks    University of California
                      Tyler Barnes    University of California
                     Dustin Taylor      University of Illinois
                         Kurt Gray    University of California
                    Brittany Jones       University of Florida
                       Casey Gomez         University of Texas
                   Krista Saunders         University of Texas
                       Cindy Pitts University of Massachusetts
                       Maria Brown    University of California
                    Nicholas Smith University of Massachusetts
                      Gregory Lowe University of Massachusetts
                    Beverly Barker    University of California
                    Nicholas Smith         University of Texas
                    Jessica Morrow         University of Texas
                    Darren Griffin    University of California
                  Christy Martinez       University of Florida
                    Gordon Gilmore         University of Texas
                   Denise Richmond       University of Florida
                      Darrell Meza University of Massachusetts
                     Zachary Brown       University of Florida
                 Meredith Griffith         University of Texas
                       Lucas Smith      University of Illinois
                    Rebecca Fowler University of Massachusetts
                   Andrew Mitchell       University of Florida
                   Steven Davidson      University of Illinois
                    Chelsea Austin         University of Texas
                      Cynthia Long University of Massachusetts
                      Richard Chen    University of California
                     Jeffrey Weber         University of Texas
                  Brandi Nicholson      University of Illinois
                    Brian Carrillo       University of Florida
                     Matthew Grant         University of Texas
                    Jeremiah Cross         University of Texas
                         Kyle Cook         University of Texas
                      Penny Adkins         University of Texas
                Kristen Hutchinson      University of Illinois
                      Carlos Woods University of Massachusetts
                      John Sanchez       University of Florida
                   Miranda Sanchez University of Massachusetts
                    Alexander Hall         University of Texas
                   Casey Rodriguez    University of California
                    Jessica Bishop       University of Florida
                      Gerald Mccoy University of Massachusetts
                        Tony Craig University of Massachusetts
                    Kelly Mcdaniel    University of California
                Dr. Devin Silva MD    University of California
                       Kayla Mason University of Massachusetts
                     Robert Harris       University of Florida
                       Alyssa Cole         University of Texas
                     Jasmine Joyce      University of Illinois
                   Corey Christian    University of California
                     Douglas Chung      University of Illinois
                       Brian Green         University of Texas
                      David Montes       University of Florida
                         Jody Long University of Massachusetts
                     Sharon Acosta University of Massachusetts
                       Jamie Smith       University of Florida
                  Nicole Alexander      University of Illinois
                     Larry Esparza         University of Texas
                     Dennis Parker      University of Illinois
                     Tara Williams       University of Florida
                   Katie Rodriguez      University of Illinois
                   Michelle Oliver       University of Florida
                        Daryl Ward    University of California
                     Nicole Stuart         University of Texas
                        John Lewis       University of Florida
